date,code,close,returns
2021-02-03,sh.000300,5485.2008,-0.0028928251038244928
2021-02-04,sh.000300,5473.9475,-0.0020536822109011865
2021-02-05,sh.000300,5483.414000000001,0.0017278799016064994
2021-02-08,sh.000300,5564.5618,0.014690339807556184
2021-02-09,sh.000300,5686.2502,0.021632775585823442
2021-02-10,sh.000300,5807.7191,0.021136896953192874
2021-02-18,sh.000300,5768.3814,-0.006796390791578233
2021-02-19,sh.000300,5778.842,0.0018117953553229427
2021-02-22,sh.000300,5597.3327,-0.03191313589048228
2021-02-23,sh.000300,5579.6681,-0.0031608863636378715
2021-02-24,sh.000300,5437.5683,-0.02579733708200393
2021-02-25,sh.000300,5469.5584,0.0058659246580639035
2021-02-26,sh.000300,5336.7609,-0.02457898601497277
2021-03-01,sh.000300,5418.7837,0.015252484775311713
2021-03-02,sh.000300,5349.6301,-0.012843962343152882
2021-03-03,sh.000300,5452.2125,0.01899407126639296
2021-03-04,sh.000300,5280.7058,-0.03196172657010976
2021-03-05,sh.000300,5262.7958,-0.003397356572028443
2021-03-08,sh.000300,5080.0246,-0.035346302356609634
2021-03-09,sh.000300,4970.9994,-0.021695197685883016
2021-03-10,sh.000300,5003.6121,0.0065391652019108895
2021-03-11,sh.000300,5128.2156,0.02459769080192764
2021-03-12,sh.000300,5146.3786,0.0035355204431599674
2021-03-15,sh.000300,5035.5441,-0.02177169897227138
2021-03-16,sh.000300,5079.3624,0.00866415801490561
2021-03-17,sh.000300,5100.8581,0.004223038576871119
2021-03-18,sh.000300,5141.7681,0.007988228164530042
2021-03-19,sh.000300,5007.0907,-0.02654196082025706
2021-03-22,sh.000300,5057.152,0.009948431169140905
2021-03-23,sh.000300,5009.2459,-0.00951809418680405
2021-03-24,sh.000300,4928.6853,-0.016213105742655998
2021-03-25,sh.000300,4926.3469,-0.00047455959482078924
2021-03-26,sh.000300,5037.9899,0.02240945369650937
2021-03-29,sh.000300,5046.8773,0.001762522425821089
2021-03-30,sh.000300,5094.7291,0.009436799896402448
2021-03-31,sh.000300,5048.3607,-0.009142918759438956
2021-04-01,sh.000300,5110.7768,0.012287831590581888
2021-04-02,sh.000300,5161.5569,0.00988685047191673
2021-04-06,sh.000300,5140.3418,-0.0041186834792466
2021-04-07,sh.000300,5103.7428,-0.007145422387402789
2021-04-08,sh.000300,5112.2086,0.001657369266236941
2021-04-09,sh.000300,5035.3374,-0.0151509873405562
2021-04-12,sh.000300,4947.7459,-0.017548435719810133
2021-04-13,sh.000300,4939.6438,-0.001638875792155048
2021-04-14,sh.000300,4980.6279,0.008262744088986196
2021-04-15,sh.000300,4948.9741,-0.006375664850375885
2021-04-16,sh.000300,4966.1811,0.0034708518277390965
2021-04-19,sh.000300,5087.0165,0.0240403549940762
2021-04-20,sh.000300,5083.3654,-0.0007179868352533703
2021-04-21,sh.000300,5098.7449,0.003020888841836822
2021-04-22,sh.000300,5089.2435,-0.0018652166417147953
2021-04-23,sh.000300,5135.4534,0.009038940728190779
2021-04-26,sh.000300,5077.2372,-0.01140088011232443
2021-04-27,sh.000300,5090.5195,0.002612632844616769
2021-04-28,sh.000300,5119.2421,0.005626512527797446
2021-04-29,sh.000300,5164.1692,0.00873783699530506
2021-04-30,sh.000300,5123.4890000000005,-0.007908585460357997
2021-05-06,sh.000300,5061.1244,-0.01224698023312598
2021-05-07,sh.000300,4996.0527,-0.01294053140591167
2021-05-10,sh.000300,4992.4220000000005,-0.0007269778958143291
2021-05-11,sh.000300,5023.0595,0.006118047457768228
2021-05-12,sh.000300,5044.5481,0.004268865749715189
2021-05-13,sh.000300,4992.9738,-0.010276391799695972
2021-05-14,sh.000300,5110.5901,0.023283192842008305
2021-05-17,sh.000300,5184.9853,0.014452129575788675
2021-05-18,sh.000300,5187.6013,0.0005044065007790977
2021-05-19,sh.000300,5172.272,-0.002959362676300259
2021-05-20,sh.000300,5186.412,0.0027300782189136896
2021-05-21,sh.000300,5134.1483,-0.010128160728870128
2021-05-24,sh.000300,5155.5875,0.0041671101067439755
2021-05-25,sh.000300,5318.478,0.03110609419888988
2021-05-26,sh.000300,5320.5927,0.0003975347260070095
2021-05-27,sh.000300,5338.2329,0.003309973681414391
2021-05-28,sh.000300,5321.0886,-0.003216774122739352
2021-05-31,sh.000300,5331.5696,0.001967772397312828
2021-06-01,sh.000300,5341.6798,0.001894493915578721
2021-06-02,sh.000300,5289.9736,-0.00972691748439658
2021-06-03,sh.000300,5255.2855,-0.006578923246138403
2021-06-04,sh.000300,5282.2772,0.005122960555659972
2021-06-07,sh.000300,5277.6271,-0.0008807087959255
2021-06-08,sh.000300,5232.1165,-0.00866070309657907
2021-06-09,sh.000300,5236.4493,0.0008277734180932582
2021-06-10,sh.000300,5271.4661,0.006664867062356804
2021-06-11,sh.000300,5224.7029999999995,-0.008910567076979348
2021-06-15,sh.000300,5166.5597,-0.011190922313069509
2021-06-16,sh.000300,5080.4909,-0.016799141037061815
2021-06-17,sh.000300,5101.8924,0.004203638948601096
2021-06-18,sh.000300,5102.4657,0.00011236375575762737
2021-06-21,sh.000300,5090.3854,-0.0023703486958908115
2021-06-22,sh.000300,5122.1583,0.0062223484075154545
2021-06-23,sh.000300,5147.3938,0.0049146351366324845
2021-06-24,sh.000300,5155.9738,0.0016654752730111966
2021-06-25,sh.000300,5239.9684,0.016159464174881673
2021-06-28,sh.000300,5251.7604,0.0022478669035592698
2021-06-29,sh.000300,5190.5445,-0.011724729714394757
2021-06-30,sh.000300,5224.041,0.006432635365786865
2021-07-01,sh.000300,5229.6642,0.0010758291791823638
2021-07-02,sh.000300,5081.1172,-0.02881591084345203
2021-07-05,sh.000300,5085.7924,0.0009196895641796489
2021-07-06,sh.000300,5083.1043,-0.0005286906027119899
2021-07-07,sh.000300,5140.4899,0.01122622857672262
2021-07-08,sh.000300,5088.2566,-0.010213129053200376
2021-07-09,sh.000300,5069.4361,-0.003705668618403379
2021-07-12,sh.000300,5132.7088,0.012403962474664354
2021-07-13,sh.000300,5142.0991,0.0018278303021883602
2021-07-14,sh.000300,5083.0849,-0.011543040254654358
2021-07-15,sh.000300,5151.4626,0.0133623332953956
2021-07-16,sh.000300,5094.7727,-0.011065621040815543
2021-07-19,sh.000300,5113.4945,0.0036679723646511056
2021-07-20,sh.000300,5108.9941,-0.0008804901559393842
2021-07-21,sh.000300,5144.0428,0.006836771750780457
2021-07-22,sh.000300,5151.7517,0.001497485490910222
2021-07-23,sh.000300,5089.2282,-0.012210604347853149
2021-07-26,sh.000300,4925.299,-0.03274120497587951
2021-07-27,sh.000300,4751.313,-0.03596398253921152
2021-07-28,sh.000300,4760.4826,0.0019280487567598925
2021-07-29,sh.000300,4850.2746,0.0186862722446417
2021-07-30,sh.000300,4811.1695,-0.008095128046081257
2021-08-02,sh.000300,4933.736,0.02515631653547601
2021-08-03,sh.000300,4934.4583,0.00014638949727441286
2021-08-04,sh.000300,4978.8479,0.008955619000573735
2021-08-05,sh.000300,4948.6703,-0.0060796046590905215
2021-08-06,sh.000300,4921.5647,-0.005492405832303149
2021-08-09,sh.000300,4985.5627,0.012919767280223482
2021-08-10,sh.000300,5043.148,0.011484214595109066
2021-08-11,sh.000300,5015.3406,-0.00552915491556405
2021-08-12,sh.000300,4973.3509,-0.008407497086091453
2021-08-13,sh.000300,4945.9829,-0.005518126518865074
2021-08-16,sh.000300,4941.0676,-0.000994290542957188
2021-08-17,sh.000300,4837.4034,-0.02120333204675795
2021-08-18,sh.000300,4894.2384,0.011680587379226282
2021-08-19,sh.000300,4862.1394,-0.006580129731906581
2021-08-20,sh.000300,4769.2678,-0.01928575474204841
2021-08-23,sh.000300,4835.8782,0.013869954261613415
2021-08-24,sh.000300,4888.3902,0.010800300502616269
2021-08-25,sh.000300,4898.1572,0.00199600591372473
2021-08-26,sh.000300,4801.6094,-0.01990789936467152
2021-08-27,sh.000300,4827.0433,0.0052829736302744115
2021-08-30,sh.000300,4813.2703,-0.002857377870141065
2021-08-31,sh.000300,4805.6099,-0.0015927844947096759
2021-09-01,sh.000300,4869.4587,0.013198816371314592
2021-09-02,sh.000300,4869.4113,-9.734188875398788e-06
2021-09-03,sh.000300,4843.0624,-0.0054257989169226315
2021-09-06,sh.000300,4933.7262,0.018547276152622416
2021-09-07,sh.000300,4992.8294,0.01190823903338334
2021-09-08,sh.000300,4972.1324,-0.00415396068276408
2021-09-09,sh.000300,4970.0133,-0.0004262862557098401
2021-09-10,sh.000300,5013.5219,0.008716126016851787
2021-09-13,sh.000300,4991.6598,-0.004370162471733607
2021-09-14,sh.000300,4917.1617,-0.015037005911299415
2021-09-15,sh.000300,4867.3187,-0.010188263271322384
2021-09-16,sh.000300,4807.6978,-0.01232486884362416
2021-09-17,sh.000300,4855.9402,0.009984397338930863
2021-09-22,sh.000300,4821.7675,-0.0070621769302459106
2021-09-23,sh.000300,4853.1957,0.006496833092985099
2021-09-24,sh.000300,4849.4277,-0.0007766971949934032
2021-09-27,sh.000300,4877.3698,0.005745401168919528
2021-09-28,sh.000300,4883.8279999999995,0.0013232394373439151
2021-09-29,sh.000300,4833.9281,-0.010269930232940537
2021-09-30,sh.000300,4866.3826,0.006691460119414572
2021-10-08,sh.000300,4929.9409,0.012976131673548608
2021-10-11,sh.000300,4936.1918,0.0012671430694215502
2021-10-12,sh.000300,4883.8369,-0.010662982290105205
2021-10-13,sh.000300,4940.1089,0.011456214558821287
2021-10-14,sh.000300,4913.6123,-0.005378001533712151
2021-10-15,sh.000300,4932.1084,0.003757190016228762
2021-10-18,sh.000300,4874.7753,-0.011692552893949326
2021-10-19,sh.000300,4922.7232,0.009787862236965594
2021-10-20,sh.000300,4910.1846,-0.0025503354757674397
2021-10-21,sh.000300,4928.0156,0.003624853969590447
2021-10-22,sh.000300,4959.7254,0.00641398449040409
2021-10-25,sh.000300,4979.5235,0.003983827426726093
2021-10-26,sh.000300,4963.0984,-0.0033039806012862267
2021-10-27,sh.000300,4898.1644,-0.01316970043948018
2021-10-28,sh.000300,4864.138,-0.006971006715064121
2021-10-29,sh.000300,4908.7701,0.009133905658575971
2021-11-01,sh.000300,4890.6851,-0.003691025707633244
2021-11-02,sh.000300,4839.8457,-0.0104495558677975
2021-11-03,sh.000300,4821.1119,-0.0038782539488675374
2021-11-04,sh.000300,4868.7419,0.009830980857962857
2021-11-05,sh.000300,4842.3458,-0.005436294228422511
2021-11-08,sh.000300,4848.1795,0.0012040009233995619
2021-11-09,sh.000300,4846.7444,-0.000296051836050637
2021-11-10,sh.000300,4821.1925,-0.005285917721552735
