,0,1,2,3,4,5,6,7,8,9
0,0.00036866930466055223,9.207750999697142e-05,0.00011585868923140884,0.00011566894465525325,9.508141280731446e-05,0.00013645226123873633,0.00023661114292897634,7.409565155485482e-05,0.00010580154488341402,0.00011770449996057131
1,9.207750999697142e-05,0.00021148846892352904,0.00011983386268366208,9.106006206428137e-05,0.0001037509094217223,0.00012675503277647453,0.00014605336586120723,5.337035409489577e-05,8.410619214228599e-05,0.00011209534111822999
2,0.00011585868923140884,0.00011983386268366208,0.00038359410498614756,0.0001169288324284044,0.00015417081931131432,0.0003926174530961565,0.00017852823661395855,9.98110735615844e-05,0.0001377218895941064,0.0003537982557167706
3,0.00011566894465525325,9.106006206428137e-05,0.0001169288324284044,0.00015295105524724032,0.00012147928273365781,0.0001263605725440195,0.0001417132777255026,7.412411513049216e-05,0.00011191289031927206,0.0001145278879608863
4,9.508141280731446e-05,0.0001037509094217223,0.00015417081931131432,0.00012147928273365781,0.0003958725383253028,0.00014493107342917547,0.00011999040823218594,8.042636061177745e-05,0.00012775018061230583,0.00014064399631718972
5,0.00013645226123873633,0.00012675503277647453,0.0003926174530961565,0.0001263605725440195,0.00014493107342917547,0.00048764893451920874,0.0002250981282894238,0.0001095564869338601,0.00014815830692845708,0.0003964171644813527
6,0.00023661114292897634,0.00014605336586120723,0.00017852823661395855,0.0001417132777255026,0.00011999040823218594,0.00022509812828942378,0.0011057469615359792,0.00010253000476404484,0.0001335536935465887,0.00019387767371156092
7,7.409565155485482e-05,5.337035409489577e-05,9.98110735615844e-05,7.412411513049216e-05,8.042636061177745e-05,0.0001095564869338601,0.00010253000476404484,0.00011013197397193623,8.713562947596811e-05,9.676551607042289e-05
8,0.00010580154488341402,8.410619214228599e-05,0.0001377218895941064,0.00011191289031927206,0.00012775018061230583,0.00014815830692845708,0.0001335536935465887,8.713562947596811e-05,0.00020602945006323903,0.00013090549129902556
9,0.00011770449996057131,0.00011209534111822999,0.0003537982557167706,0.0001145278879608863,0.00014064399631718972,0.0003964171644813527,0.00019387767371156092,9.676551607042289e-05,0.00013090549129902556,0.000382033881925895
