,0,1,2,3,4,5,6,7,8,9
0,0.000796506748656413,9.313640075863386e-05,0.00024098729008109477,0.00016294434897140065,0.000295644533407186,0.00021161325487843634,0.00011006327463221796,0.0001877982534610396,6.02397420173236e-05,0.00017437035081621402
1,9.313640075863386e-05,0.0006336486457937004,0.0001491282741570192,6.529098387612903e-05,0.00019607103754552463,0.00011191985573782124,0.00035892813637318716,9.486645008997626e-05,0.00024602966840298133,9.711583382170135e-05
2,0.00024098729008109477,0.0001491282741570192,0.001172160168746905,0.0001641397658248939,0.00023236877772661542,0.0004025324851117383,0.00021917434633296338,0.0002437834406964623,0.00012146013483974119,0.00015886376625811745
3,0.00016294434897140065,6.529098387612903e-05,0.0001641397658248939,0.0005144864529622024,0.00040469822255865656,0.00033147905014818696,0.00011162887023443834,0.0002089547929187769,0.00017616170393906197,0.0004087809163617995
4,0.000295644533407186,0.00019607103754552463,0.00023236877772661542,0.00040469822255865656,0.0009315973620374814,0.0004962181752647139,0.0002318596803371636,0.0002517200156429487,0.0003405694690779049,0.0004256413630629686
5,0.00021161325487843634,0.00011191985573782123,0.0004025324851117383,0.00033147905014818696,0.0004962181752647139,0.0013062584170585511,0.00018989448618378545,0.0003672538410924313,0.00026634902121742325,0.00032171875755219846
6,0.00011006327463221796,0.00035892813637318716,0.00021917434633296338,0.00011162887023443834,0.0002318596803371636,0.00018989448618378545,0.001324471533791778,0.00012692643703684088,0.0004806955199937533,0.00017797718648492235
7,0.0001877982534610396,9.486645008997626e-05,0.0002437834406964623,0.0002089547929187769,0.0002517200156429487,0.0003672538410924313,0.00012692643703684088,0.0006115128299085773,0.00010723777088555448,0.0002275749072732617
8,6.02397420173236e-05,0.00024602966840298133,0.00012146013483974119,0.00017616170393906197,0.0003405694690779049,0.00026634902121742325,0.0004806955199937533,0.00010723777088555448,0.0013560351235484336,0.00016645882776185328
9,0.00017437035081621402,9.711583382170135e-05,0.00015886376625811745,0.0004087809163617995,0.0004256413630629686,0.00032171875755219846,0.00017797718648492237,0.0002275749072732617,0.00016645882776185328,0.0008667551597801376
