0,1,2,3,4,5,6,7,8,9
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
600760,601816,300442,600150,601881,601006,600026,600050,600875,601766
