,0,1,2,3,4,5,6,7,8,9
0,0.0006273840582877155,6.680116214134905e-05,8.922835504274891e-05,0.00013163901076890426,0.00015183961710569504,0.000149014712863696,3.2351869293689606e-05,0.00010507923015534049,7.964668460268421e-05,0.0001722068831235289
1,6.680116214134905e-05,6.01676212979042e-05,8.012548688319396e-06,3.628062267575281e-05,4.233530422508011e-05,1.3688874975845796e-07,-1.9157062563299108e-05,3.6572526248708044e-05,1.4670643055502707e-05,6.522901997979861e-05
2,8.922835504274891e-05,8.012548688319396e-06,0.00034375804127542665,0.00015934751194010045,0.00012144221646145345,7.901407265434374e-05,0.00011827586160451204,9.210272408317224e-05,0.00012479431196820866,6.853432144315307e-05
3,0.00013163901076890426,3.628062267575281e-05,0.00015934751194010045,0.0010758390711258395,0.0003777859329116475,0.0002152586083590396,0.00039368069459633237,0.00027876569540855864,0.00042333956416028116,0.0007880909410931205
4,0.00015183961710569504,4.233530422508011e-05,0.00012144221646145345,0.0003777859329116475,0.0008945433465210674,0.00017300936194989777,-6.415468638733385e-06,0.0005859270764435074,0.0008939933630657535,0.000564754524301266
5,0.000149014712863696,1.3688874975845794e-07,7.901407265434374e-05,0.0002152586083590396,0.00017300936194989777,0.00162133822632024,0.0003320863964141092,9.47234885168301e-05,0.00018807399671935492,0.0002546466510838292
6,3.2351869293689606e-05,-1.9157062563299108e-05,0.00011827586160451204,0.0003936806945963324,-6.415468638733385e-06,0.0003320863964141092,0.0022045949363527517,-8.114250357006468e-05,-0.00018712584546590324,0.00020410235941619966
7,0.00010507923015534049,3.6572526248708044e-05,9.210272408317224e-05,0.00027876569540855864,0.0005859270764435074,9.47234885168301e-05,-8.114250357006468e-05,0.0006819114373939348,0.0007516793526150293,0.00043984013115801705
8,7.964668460268421e-05,1.4670643055502707e-05,0.00012479431196820866,0.00042333956416028116,0.0008939933630657535,0.00018807399671935495,-0.00018712584546590324,0.0007516793526150293,0.0018630331044545588,0.0007802238447822247
9,0.0001722068831235289,6.522901997979861e-05,6.853432144315307e-05,0.0007880909410931205,0.000564754524301266,0.0002546466510838292,0.00020410235941619966,0.00043984013115801705,0.0007802238447822247,0.0016109563162292682
