0,1,2,3,4,5,6,7,8,9
1236.59,897.49,674.55,1364.16,734.38,584.73,764.74,614.72,776.96,531.98
1217.74,900.62,676.36,1343.76,721.31,607.18,776.84,621.3,802.66,531.33
1212.08,901.93,678.73,1329.63,718.52,599.69,799.65,612.37,789.21,522.0
1197.0,899.58,683.87,1332.77,707.95,585.04,803.86,615.19,778.69,526.63
1215.85,900.62,683.45,1339.05,712.96,590.96,821.4,618.32,787.61,539.73
1204.54,907.15,694.16,1345.33,715.74,591.27,812.8,633.98,782.28,531.33
1206.43,909.76,691.94,1317.07,728.82,581.92,817.36,627.25,780.42,531.56
1251.67,885.23,682.9,1304.51,723.53,571.94,827.71,607.2,755.12,522.62
1247.3,891.75,702.23,1299.8,746.9,557.28,827.89,605.48,752.46,522.62
1237.86,894.62,715.58,1337.48,739.94,566.33,828.06,607.83,749.13,516.63
1243.52,892.01,734.91,1389.28,737.72,561.34,842.97,617.22,744.6,518.49
1247.3,881.83,726.71,1393.99,732.15,572.87,837.71,607.2,733.95,520.15
1268.06,873.74,710.71,1370.44,731.6,567.89,827.18,588.25,711.44,504.85
1271.83,869.57,716.83,1375.15,719.64,559.15,834.55,589.97,693.6,503.39
1279.38,871.65,724.21,1425.39,722.7,568.2,789.65,609.08,699.19,507.38
1322.31,3227.92,1168.6,1235.87,1778.81,833.61,1371.55,1293.3,415.35,893.05
1307.79,3220.5,1173.25,1234.57,1762.05,827.06,1367.23,1259.77,412.64,894.88
1287.83,3183.45,1141.52,1220.2,1721.35,794.58,1494.67,1214.04,407.99,886.79
1307.79,3193.83,1135.33,1221.5,1708.18,779.97,1449.31,1210.99,406.43,882.88
1264.23,3084.16,1126.81,1188.84,1720.15,796.59,1423.39,1169.84,390.15,878.18
1250.62,3056.0,1083.47,1175.78,1687.83,742.7,1352.11,1147.74,385.1,873.74
1255.15,3070.82,1065.67,1181.0,1680.65,723.55,1334.83,1140.88,383.16,863.3
1233.37,3057.48,1044.0,1178.39,1662.69,732.12,1311.07,1141.64,383.16,875.31
1246.99,3116.76,1070.32,1183.62,1661.5,759.82,1272.2,1140.11,385.1,888.36
